Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Orange, sweet (USA-California) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.972220533315108,Limonene,0.96,Myrcene,0.02,alpha-Pinene,0.01,Sabinene,0.0,Octanal,0.0
"Orange, sweet (USA-Florida) 1 - Citrus sinensis (L.) Osbeck, cultivar Midseason, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9699254545342436,Limonene,0.95,Myrcene,0.02,alpha-Pinene,0.0,Sabinene,0.0,Decanal,0.0
"Orange, sweet (USA-Florida) 2 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Clementine (Italy) 3c - Citrus clementina Hort. ex Tan., cultivar Comune, fam. Rutaceae",0.9182985396582952,Limonene,0.91,Myrcene,0.02,Octanal,0.01,Decanal,0.01,alpha-Pinene,0.0
"Orange, sweet (USA-Florida) 3 - Citrus sinensis (L.) Osbeck, cultivar Brazil, fam. Rutaceae","Clementine (Italy) 3c - Citrus clementina Hort. ex Tan., cultivar Comune, fam. Rutaceae",0.9312930829954283,Limonene,0.91,Myrcene,0.02,alpha-Pinene,0.01,Linalool,0.0,Octanal,0.0
"Orange, sweet (USA-Florida) 4 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.973601226165265,Limonene,0.96,Myrcene,0.02,alpha-Pinene,0.0,Octanal,0.0,Linalool,0.0
"Orange, sweet (USA-Florida) 5 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9722347342872988,Limonene,0.96,Myrcene,0.02,alpha-Pinene,0.0,Octanal,0.0,Sabinene,0.0
"Orange, sweet (USA-Florida) 6 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9625539819014868,Limonene,0.95,Myrcene,0.02,alpha-Pinene,0.0,Octanal,0.0,Decanal,0.0
"Orange, sweet (Vietnam) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange, sweet (USA-Florida) 3 - Citrus sinensis (L.) Osbeck, cultivar Brazil, fam. Rutaceae",0.9059985129342532,Limonene,0.91,delta-3-Carene,0.01,Linalool,0.01,Carvone,0.01,"cis-Limonene-1,2-epoxide",0.01
"Orange, sweet (Vietnam) 2 - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9545759855629992,Limonene,0.95,Myrcene,0.02,alpha-Pinene,0.0,Linalool,0.0,Sabinene,0.0
"Pummelo (Shaddock) (India) peel - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae","Clementine (Italy) 1 - Citrus clementina Hort. ex Tan., (C. deliciosa Ten. var. Clementina)",0.9129753104382664,Limonene,0.93,Myrcene,0.03,alpha-Pinene,0.01,Octyl acetate,0.0,Germacrene D,0.0
"Pummelo (Shaddock) (Vietnam) peel - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9206154935485312,Limonene,0.94,Myrcene,0.02,beta-Pinene,0.01,alpha-Pinene,0.0,beta-Phellandrene,0.0
"Rough lemon peel (France-Corsica) - Citrus jambhiri Lush., fam. Rutaceae","Clementine (Italy) 3c - Citrus clementina Hort. ex Tan., cultivar Comune, fam. Rutaceae",0.9256682744023764,Limonene,0.91,Sabinene,0.02,Myrcene,0.02,beta-Bisabolene,0.0,(E)-beta-Ocimene,0.0
"Satsuma mandarin peel 1 - Citrus unshiu Marcovitch, fam. Rutaceae","Mandarin (Japan) 1 - Citrus deliciosa Tenore (C. reticulata Blanco, cv.mandarin), fam. Rutaceae",0.9197589673157596,Limonene,0.88,gamma-Terpinene,0.05,Myrcene,0.01,delta-Cadinene,0.01,Linalool,0.01
"Satsuma mandarin peel 2 - Citrus unshiu Marcovitch f. Miyagawa, fam. Rutaceae","Mandarin (Japan) 1 - Citrus deliciosa Tenore (C. reticulata Blanco, cv.mandarin), fam. Rutaceae",0.9383793885651897,Limonene,0.9,gamma-Terpinene,0.03,Myrcene,0.02,alpha-Pinene,0.01,"(E,E)-alpha-Farnesene",0.01
"Sweetie peel - Citrus paradisi Macfayden x Citrus maxima Merill, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.906458358909864,Limonene,0.94,Myrcene,0.02,Sabinene,0.01,Octanal,0.01,alpha-Pinene,0.01
"Tangerine (Brazil) 1 - Citrus reticulata Blanco, cultivar Dancy, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9201366824668376,Limonene,0.94,Myrcene,0.02,beta-Pinene,0.01,alpha-Pinene,0.01,"1,8-Cineole",0.01
"Tangerine (Brazil) 2 - Citrus reticulata Blanco, cultivar Cravo, fam. Rutaceae","Grapefruit (Japan) 2 - Citrus paradisi Macfayden, fam. Rutaceae",0.9023963621460436,Limonene,0.9,Myrcene,0.03,alpha-Pinene,0.02,gamma-Terpinene,0.01,Sabinene,0.01
"Tangerine (Brazil) 3 - Citrus reticulata Blanco, cultivar Dancy, fam. Rutaceae","Grapefruit (Japan) 2 - Citrus paradisi Macfayden, fam. Rutaceae",0.9040845167460748,Limonene,0.91,Myrcene,0.02,gamma-Terpinene,0.02,alpha-Pinene,0.01,Linalool,0.01
"Tangerine (Mexico) - Citrus reticulata Blanco, cultivar Dancy, fam. Rutaceae","Mandarin (Japan) 1 - Citrus deliciosa Tenore (C. reticulata Blanco, cv.mandarin), fam. Rutaceae",0.9458733470357056,Limonene,0.9,gamma-Terpinene,0.03,Myrcene,0.02,alpha-Pinene,0.01,Linalool,0.01
"Tangerine (USA-California) - Citrus reticulata Blanco, cultivar Dancy, fam. Rutaceae","Grapefruit (Argentina) - Citrus paradisi Macfayden, fam. Rutaceae",0.9034928577635224,Limonene,0.91,Myrcene,0.02,gamma-Terpinene,0.02,alpha-Pinene,0.01,"1,8-Cineole",0.01
"Tangerine (USA-Florida) 1 - Citrus reticulata Blanco, cultivar Dancy, fam. Rutaceae","Mandarin (Japan) 1 - Citrus deliciosa Tenore (C. reticulata Blanco, cv.mandarin), fam. Rutaceae",0.922274810818631,Limonene,0.91,gamma-Terpinene,0.03,Myrcene,0.02,alpha-Pinene,0.01,"1,8-Cineole",0.01
"Tangerine (USA-Florida) 2 - Citrus reticulata Blanco, cultivar Dancy, fam. Rutaceae","Mandarin (Japan) 1 - Citrus deliciosa Tenore (C. reticulata Blanco, cv.mandarin), fam. Rutaceae",0.93904326943715,Limonene,0.89,gamma-Terpinene,0.04,Myrcene,0.03,alpha-Pinene,0.01,Linalool,0.01
"Tangerine (USA-Florida) 3 - Citrus reticulata Blanco, cultivar Dansy, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.9652697515881302,Limonene,0.95,Myrcene,0.02,alpha-Pinene,0.01,Linalool,0.0,Decanal,0.0
"Tangerine (Vietnam) - Citrus reticulata Blanco, cultivar Tangerine, fam. Rutaceae","Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae",0.96530952014561,Limonene,0.95,Myrcene,0.02,alpha-Pinene,0.0,beta-Pinene,0.0,beta-Phellandrene,0.0
