,"Cornmint (Mentha arvensis) (Brazil) 1 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) (China) 1 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) (Cuba) - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) (Japan) 1 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Peppermint (Australia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Belorussia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 4a hydrodistilled - Mentha piperita L. cultivar 'Kliment-63', fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 4b extracted - Mentha piperita L. cultivar 'Kliment-63', fam. Lamiaceae (Labiatae)","Peppermint (Canada) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Canada) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Canada) 4a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Canada) 4b - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Chile) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (China) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (France) 5 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Greece) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Greece) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Hungary) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (India) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy)  2 - Mentha piperita L. rubescens Camus (Spicatae section), fam. Lamiaceae","Peppermint (Italy)  3 - Mentha piperita L. rubescens Camus (Spicatae section), fam. Lamiaceae","Peppermint (Italy)  5 - Mentha piperita L. nothomorph rubescens Camus, fam. Lamiaceae (Labiatae)","Peppermint (Italy)  6a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy) 10a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy) 10b - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy) 11 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Japan) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Mongolia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Morocco) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Morocco) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (New Zealand) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Poland) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Russia) 1 - Mentha piperita L. cultivar Prilukskaya, fam. Lamiaceae (Labiatae)","Peppermint (Russia) 2 - Mentha piperita L. cultivar Krasnodar, fam. Lamiaceae (Labiatae)","Peppermint (Russia) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Russia) 4 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (South Africa) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Spain) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)","Peppermint (USA)  3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9b - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9c - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9d - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9e - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA) 10c - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (United Kingdom) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Yugoslavia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint 1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)","Peppermint 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint 5c - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)"
"Peppermint (Japan) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.45926303144808633,0.5360998546840745,0.565541074796749,0.6303403352630371,0.8142680253486105,0.4516577863375446,0.48788722084909586,0.6718690633147918,0.6110893983547988,0.4986709930092881,0.7879508544787661,0.7320147516575704,0.816664596294054,0.8082698357626139,0.8189880080649323,0.35151507688694983,0.8186748582257832,0.7383571470155514,0.7389196039378221,0.76396009487119,0.5436467769740958,0.7659874283829671,0.6343546980236887,0.7939714644777724,0.6380942449748348,0.7847431667533865,0.8092509164235773,0.2705203793150339,0.3256815579472614,0.47820059679822424,1.0,0.5987505823474253,0.6408116173736446,0.8015945439010655,0.7332120572670451,0.4112271614923315,0.6174599012923884,0.48757566577414513,0.4019384894754162,0.6348204696153787,0.8563861616213324,0.7431801185924007,0.7463593236669608,0.7716750584661995,0.833862943884593,0.8550200102475125,0.7417311486766003,0.8543244213982109,0.815202377257758,0.8570387110655278,0.7483687608013772,0.7762558669897092,0.8364899484554578,0.5789498151625587,0.7781293263941592,0.7957845495734087,0.6513322213306328,0.4907801196999415
"Peppermint (Mongolia) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.6181223000065995,0.43063878176987214,0.478669586337895,0.6745404297325144,0.5082960396042272,0.6886149639963222,0.7131952214853601,0.4033215560667148,0.670246866417838,0.5218027593552461,0.6991396122727755,0.7219758226459286,0.6862580255029482,0.5206296480709389,0.5237772473134078,0.6168623057969368,0.5301101290504033,0.5397494310994765,0.5106050792149011,0.7806741163995832,0.5864461188276305,0.6786350167511264,0.6816910035437331,0.46019244963399464,0.5316130498646718,0.5163673686992357,0.6308236553311898,0.6036953473709983,0.6391688999295277,0.28630389691086766,0.5987505823474253,1.0,0.353840882906825,0.5692548751186922,0.41084006935571504,0.7214385856749559,0.8046866397751172,0.7849628271417785,0.2869603739785843,0.4011140736929081,0.6609890016405789,0.7582374648649866,0.47188371180379984,0.5855622583159698,0.5215959636049124,0.5650378325661304,0.7247989158788071,0.5711901082423213,0.516183376957317,0.5606008298983978,0.45458479249576733,0.4420637610127214,0.581284565215486,0.6429712688531749,0.5268267195672061,0.7116375986147779,0.54176449349819,0.7118568292899196
"Peppermint (Morocco) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.23562645536694637,0.510324730281029,0.46127881990199304,0.4408637809589211,0.689277657290005,0.2157447040617685,0.22743133174832952,0.6796272129740837,0.4221785521199668,0.3991426401525,0.49708390949454107,0.4265392312234201,0.5488293157273194,0.6665191260041263,0.7118754734790138,0.06086548961343263,0.6498794681220543,0.5748875987919098,0.5464650815813327,0.5333471787672573,0.2941868992209259,0.514249319742939,0.35255224064632973,0.7000884166680024,0.43906697403726636,0.6274935309950763,0.5342622542602369,0.0,0.07353782672684983,0.29418957340017826,0.6408116173736446,0.353840882906825,1.0,0.6715345014296676,0.6745621781739441,0.18142284415745957,0.4041733324739055,0.25812905019414156,0.45565517007773126,0.6885530726844393,0.5737519824989761,0.499337103612155,0.6509780337968756,0.614970335631745,0.6724116545914113,0.6968878662979223,0.45778037386590065,0.6871657857781668,0.7226584187848525,0.6763989762538172,0.6891942616173368,0.6513692840541445,0.670912498917429,0.45206960692520204,0.5274202955892744,0.5377166914045884,0.44742073815504935,0.22737025651164544
"Peppermint (Morocco) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.46963956473251056,0.623759785887559,0.509461409853921,0.6503754718743568,0.7457878306095628,0.46742627370453727,0.4985638488407016,0.633510293525374,0.6417928789756195,0.558567126026765,0.7043733736672046,0.6553090541875246,0.7656199535750859,0.8350185654610512,0.7342228089761644,0.3092964896969954,0.8412164814706148,0.6496107515980323,0.6315597249609952,0.7664188738963913,0.5884172055496923,0.7499139354218373,0.6116412832712472,0.7721717526938447,0.662568194766957,0.8486850604246721,0.7351997210264448,0.24653805707007725,0.3228683282102256,0.4851815193341824,0.8015945439010655,0.5692548751186922,0.6715345014296676,1.0,0.7500116336020163,0.4354904530878956,0.6260961181679858,0.4577284291052417,0.4314347615572548,0.6079350932381276,0.8083698202895055,0.6604843345130835,0.697650430645899,0.6960536436156923,0.7730525795249645,0.8262762343123001,0.7062727643327813,0.8149187719158247,0.8187703686582172,0.8427181499438017,0.8362494891052448,0.7205337962831233,0.8309956805547836,0.68033928621267,0.7605408761410555,0.7173060518360046,0.6749525589317162,0.49875933177476706
"Peppermint (New Zealand) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.3054073881694699,0.49206493204425805,0.5380830433586711,0.49094523209727137,0.8085798060906593,0.2863276481813477,0.31685835873349544,0.7648384101563682,0.49047741012674717,0.4097595789857593,0.6215686784237634,0.5616364551461577,0.6536546918555737,0.8122017164816112,0.7624543487438962,0.16949240548972777,0.7937163422688035,0.6852916343308967,0.6809798954117049,0.6034797121653668,0.43730196423679535,0.6406430987270955,0.4974215082422776,0.8955765311771614,0.5593027609676566,0.7947647301075499,0.7021258095689128,0.08353179900304297,0.15079631044051256,0.5383461256184139,0.7332120572670451,0.41084006935571504,0.6745621781739441,0.7500116336020163,1.0,0.26113813908072203,0.4453690596798643,0.2970136592521516,0.39031235912110185,0.6667568175141576,0.7250733928345106,0.5634245712893147,0.7073922660534065,0.7044269111974306,0.8057449040706773,0.8078267820198013,0.5715854223809186,0.7859907204206593,0.8145772562905983,0.803931351104253,0.8389593549569225,0.830978070144051,0.738885961366141,0.5190770454775638,0.705241731117878,0.5981318534672868,0.5683481933508718,0.31731545647574977
"Peppermint (Poland) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5467516077149513,0.3418079571306677,0.2947260026307549,0.5245139447723047,0.32143008678039153,0.657219620228364,0.6997875730229899,0.21361632051669055,0.6656974940122755,0.5245832643304672,0.5069560445472733,0.543663162106632,0.5143302530495713,0.37780014694167774,0.32176882343119984,0.5707540596125433,0.3900183296166898,0.32636406996457556,0.30594323087121067,0.6109976647239721,0.5664588815909353,0.5073883044513716,0.5371275555296307,0.2930218180189472,0.44134625751194234,0.3860287192641073,0.4467349940075075,0.6726841192293531,0.7398294582721376,0.18043850883943124,0.4112271614923315,0.7214385856749559,0.18142284415745957,0.4354904530878956,0.26113813908072203,1.0,0.7114485971972766,0.6372732562179511,0.16509120371069375,0.19954234570510265,0.4903279031886931,0.5174014105184117,0.28468558631703267,0.37001232227365466,0.3453238822656536,0.39148971892612894,0.5626352762152933,0.39617119895283426,0.3547314638544685,0.3958613402258383,0.33110867841597513,0.2592623288868252,0.41050581313129964,0.6451123559051439,0.4111840085491023,0.5046558810079185,0.44978211890237363,0.6989544784230184
"Peppermint (Russia) 1 - Mentha piperita L. cultivar Prilukskaya, fam. Lamiaceae (Labiatae)",0.5624301699355594,0.4371603911963695,0.4962382364849006,0.6400515854313154,0.5279649408930298,0.6324328275092784,0.6381944538513775,0.41887723604863014,0.7410313577051355,0.6784278244559582,0.651658529474719,0.6514016651076516,0.6774810685072226,0.5702035825402998,0.5246454162279106,0.49022493344526197,0.5744991974022591,0.5094657015877435,0.47595724270398887,0.805470235234692,0.570697153863414,0.6567341349365214,0.5998091971676068,0.4881852070900734,0.5419375237193937,0.5565436490264701,0.5956321148130639,0.5000952172662984,0.5882515300716703,0.2945538192947943,0.6174599012923884,0.8046866397751172,0.4041733324739055,0.6260961181679858,0.4453690596798643,0.7114485971972766,1.0,0.6198418224424669,0.24685164018567884,0.3913408515257951,0.6599007894711855,0.6880318553636156,0.4764326112906493,0.5666327257890893,0.5429866114286561,0.5981054803733881,0.6756466475203114,0.6014951492986813,0.5655642177445928,0.5929524890622982,0.5242084636461442,0.44821691644505557,0.5853459862563383,0.7289498056339223,0.5688542892337358,0.6541930554536306,0.5523230221038645,0.6379236828644055
"Peppermint (Russia) 2 - Mentha piperita L. cultivar Krasnodar, fam. Lamiaceae (Labiatae)",0.660491497524281,0.4213419227715437,0.316047444176359,0.6546270410041523,0.3887667785161436,0.7006974385374837,0.7397951400795231,0.2834659948520313,0.5218392709375548,0.3470163718132412,0.6162672489790606,0.653299283329386,0.5843619283371992,0.39662702107417247,0.41663341310469426,0.6967346260149048,0.4182656909396849,0.44176984756360793,0.42159702670749255,0.6268892042020766,0.5615515083669191,0.5707171926203785,0.6510750770456624,0.3473884108735896,0.47832450155265793,0.41313899010573407,0.5327847609471605,0.652682870225948,0.6221744863157129,0.2197594977026639,0.48757566577414513,0.7849628271417785,0.25812905019414156,0.4577284291052417,0.2970136592521516,0.6372732562179511,0.6198418224424669,1.0,0.2903350791047129,0.31408041594234437,0.5440282418206952,0.6462639391328152,0.3901216404296054,0.4703789497665397,0.4007366030686942,0.4385260083612633,0.6546228371747768,0.44394009129465306,0.3845853080304481,0.4397345863867068,0.3250814774245996,0.3457435567080195,0.5010027787680733,0.5060194686482253,0.4138342885069951,0.6530205955168065,0.4874194989641347,0.7377940970128817
"Peppermint (Russia) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.2215846912964624,0.510188061850319,0.2595375738793374,0.38747582817450343,0.40710210665143187,0.13864977064367845,0.2098694632721806,0.40498527213377533,0.36262534058697704,0.16726485758506937,0.3364858214959172,0.2971580405511417,0.36362214698135276,0.38437496065435317,0.4788042577982018,0.04103829783983837,0.3833604998883744,0.38591681695575886,0.36752292363896555,0.377177649561638,0.20679814734529045,0.34723414267393726,0.2646531746287659,0.38978695545246733,0.2904008575829079,0.37696945359616296,0.4202968948206761,0.03347007314601724,0.05507645660820781,0.11705408493206182,0.4019384894754162,0.2869603739785843,0.45565517007773126,0.4314347615572548,0.39031235912110185,0.16509120371069375,0.24685164018567884,0.2903350791047129,1.0,0.5425915725386272,0.3814208256891046,0.34855722897258623,0.38340158785172684,0.41316465848228057,0.425319622586119,0.4156323951090668,0.32526220405218464,0.4093132250465006,0.40560941207061063,0.40473771407756887,0.38178568032867144,0.37825686209954645,0.48145316112489,0.3222448172893516,0.3477820322882951,0.4277299784776524,0.2970601823193053,0.20832743295081024
"Peppermint (Russia) 4 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.2738072343397062,0.46650602505597494,0.6196823090792836,0.48419757069983205,0.7337982757842725,0.19701074424534626,0.23766111188318928,0.8081489014520621,0.42525469664133864,0.30761494695638014,0.5304540027274854,0.4698767596127431,0.5505679282292747,0.6168921492210413,0.7972615860455199,0.10977429584064335,0.5908672699566069,0.6934883288438751,0.6662154801930849,0.5484734573237324,0.2710156395189163,0.5383733306023888,0.38821784220158084,0.6782372351318873,0.3913339935285963,0.5664705192706178,0.6254539232290646,0.04581587666317011,0.08976983068442623,0.29599711660611727,0.6348204696153785,0.4011140736929081,0.6885530726844391,0.6079350932381276,0.6667568175141572,0.19954234570510265,0.3913408515257951,0.31408041594234437,0.5425915725386272,1.0,0.590376775888428,0.5708126643534026,0.6284705876935128,0.7301232908601495,0.7118667811056094,0.6836185085748281,0.4754962838445882,0.6892847831682267,0.6950479948129417,0.6655293510689866,0.6119031634132971,0.6514816414976383,0.6647614622295546,0.4159631839990233,0.5179902323189864,0.571703121640506,0.3989804023486413,0.2362055354942224
"Peppermint (South Africa) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5028842015357159,0.5314666854888713,0.5632613954256093,0.6590001468709934,0.7698241689360431,0.5269904484923711,0.5629355586536964,0.6452782907440386,0.6487284317954254,0.51878157788691,0.8451870219245342,0.8020524367881291,0.8669970754912828,0.8079815360626206,0.7582951242596851,0.4249638199233313,0.8171884179020767,0.7263244124424765,0.7178493138003688,0.8173890646513492,0.6315710545324709,0.8508342975564639,0.7274134777899635,0.7748174771105736,0.6592862823996968,0.808533733532819,0.8478134476286838,0.33864393653169733,0.3935385557604446,0.5154660872006929,0.8563861616213324,0.6609890016405789,0.5737519824989761,0.8083698202895055,0.7250733928345106,0.4903279031886931,0.6599007894711855,0.5440282418206952,0.3814208256891046,0.5903767758884284,1.0,0.7855486726142021,0.7015778444370782,0.7657367514651819,0.7930728086164652,0.8363774387011378,0.8153731427700053,0.8312282241643201,0.7824943417461516,0.8456444256520115,0.7393217040640719,0.736685255342695,0.8081014191512298,0.650490936958815,0.7692895748624811,0.8073694839195179,0.6713877820793426,0.5646580520568171
"Peppermint (Spain) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5323725700022017,0.45328800789473067,0.5919838905095554,0.6648588142302301,0.6801200964828036,0.5545555194492456,0.565401992431146,0.5857674270452876,0.5935365421137258,0.4653702640794465,0.8032234106697094,0.7888969936485092,0.7772569410494475,0.6409298700937528,0.6976593145693868,0.4931442793664862,0.6401388231977283,0.7051773343134113,0.6888802685954305,0.7981012124816359,0.5350983160263312,0.7507037271605648,0.6840610900658708,0.624824630574967,0.537713393670814,0.6167822611068103,0.7493927009632382,0.4064457587242809,0.4358816556555868,0.3749300968436894,0.7431801185924003,0.7582374648649866,0.499337103612155,0.6604843345130835,0.5634245712893147,0.5174014105184117,0.6880318553636156,0.6462639391328154,0.34855722897258623,0.5708126643534026,0.7855486726142026,1.0,0.6174605654903136,0.7543767458525006,0.6753394960325687,0.706367685538241,0.7779747807599101,0.7262094468471662,0.6647523673799653,0.7092710525402515,0.572106544196373,0.5988543545965099,0.7005735227523191,0.5765363003570103,0.6035746504546438,0.7953557553814878,0.5466739339575042,0.5658281512614285
"Peppermint (USA)  1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)",0.387613916737385,0.5291722086259435,0.496314185861476,0.5607508698206296,0.7522389979152416,0.3568426684227921,0.38122328591790555,0.6556800303311625,0.4720529522426573,0.3852347897627295,0.6793148906216218,0.6169071191791156,0.697315193286866,0.7216861414658864,0.7462298459878924,0.2531363716823787,0.7413979995318547,0.694681969172783,0.6933000971109927,0.6245495802450963,0.4492209410302399,0.6504646632235427,0.5333213556756673,0.737921761545356,0.5986638395717259,0.7191574559464877,0.6899807525772768,0.16261043810200893,0.2194489863438307,0.44587602676216775,0.7463593236669608,0.47188371180379984,0.6509780337968756,0.697650430645899,0.7073922660534065,0.28468558631703267,0.4764326112906493,0.3901216404296054,0.38340158785172684,0.6284705876935126,0.7015778444370782,0.6174605654903138,1.0,0.7032028831022296,0.7476055450891284,0.7623043445622825,0.6229269782042329,0.747296106736015,0.7336383815506644,0.7489608765825353,0.6818466954464555,0.7620114830282454,0.7608515154514602,0.4846775823788436,0.6421590733229146,0.6844078961329303,0.6065681226034692,0.3822036846944328
"Peppermint (USA)  3 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.4251259401257984,0.48364123744985077,0.68794611730861,0.6063346855237342,0.8211747076131355,0.3865106110176234,0.41903921971506797,0.7649091135803929,0.5448292102796439,0.4311215828516797,0.7318647198357899,0.671305722941536,0.7312816388109575,0.717233259325063,0.836169045159826,0.3131993690427528,0.7086176986728708,0.9013465322447172,0.7841637118545586,0.72305840349847,0.4428386680827111,0.7178563893973481,0.5773026054657695,0.7443371430694636,0.5370887403387345,0.6799168190619493,0.7820652147482993,0.23361657127514213,0.2798675447363288,0.4129804895571375,0.7716750584661991,0.5855622583159698,0.6149703356317446,0.6960536436156923,0.7044269111974302,0.37001232227365466,0.5666327257890893,0.4703789497665397,0.41316465848228057,0.7301232908601495,0.7657367514651824,0.7543767458525006,0.7032028831022299,1.0,0.8005932469084454,0.8064948911272163,0.6625155972719834,0.8075246246142805,0.770635992231842,0.7815852411484674,0.6675066072828603,0.7263514701900886,0.7577112077116214,0.5449304972834671,0.6356228818815581,0.7236555256162982,0.5459250249889988,0.4169001517735871
"Peppermint (USA)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.3837661426928983,0.5143142596187971,0.6250798417065433,0.5712934746158775,0.8816428354767767,0.3538678470662544,0.39897484620774526,0.7733369669787504,0.5789047313495366,0.4706623482410628,0.7207548118413114,0.6485134645569687,0.7635005959137198,0.8488468260937487,0.8636001864814569,0.2558017253592495,0.8301530815742747,0.7643129686906533,0.7571705450096451,0.7055301502126271,0.4681228621944178,0.7192948768173744,0.5568653591844243,0.8433911585402991,0.5923373069677897,0.7919052296825774,0.7990658815727576,0.18881595775989746,0.25108128786766515,0.473708898717495,0.833862943884593,0.5215959636049124,0.6724116545914113,0.7730525795249645,0.8057449040706773,0.3453238822656536,0.5429866114286561,0.4007366030686942,0.425319622586119,0.7118667811056094,0.7930728086164652,0.6753394960325687,0.7476055450891284,0.8005932469084454,1.0,0.8933740841533476,0.6576317850191986,0.8749101688774247,0.8665344836546202,0.8688059233109569,0.7895748451387304,0.7964650091058095,0.8054491516277414,0.5596135463474605,0.7312544898732598,0.7126803393843362,0.5910656915643275,0.40016575945355126
"Peppermint (USA)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.4215000789795136,0.5465212677409019,0.6149935271969225,0.6095064581198913,0.8734039638347066,0.40965977935796605,0.441720952885177,0.7518405402805992,0.6112592046559614,0.5216571203031176,0.7530747355008849,0.675647430871013,0.7995971338720032,0.876197609070043,0.8522069471500971,0.2910820182026985,0.8763830431184412,0.7579748681340643,0.7385193714825399,0.7557460211538372,0.5094501627296326,0.7558427823964047,0.5897663410782291,0.8497575269844098,0.6250075287707637,0.8327474214161603,0.7960557846280797,0.22473766404040385,0.29478663187428444,0.476386718715057,0.8550200102475125,0.5650378325661304,0.6968878662979223,0.8262762343123001,0.8078267820198013,0.39148971892612894,0.5981054803733881,0.4385260083612633,0.4156323951090668,0.6836185085748281,0.8363774387011378,0.706367685538241,0.7623043445622825,0.8064948911272163,0.8933740841533476,1.0,0.6942337486360307,0.9102322400772003,0.8931095665852786,0.9045939705858744,0.8173554757307415,0.7952545030081795,0.8374729852888848,0.6193446974654638,0.7419666627721495,0.7426886044052657,0.6356089360411152,0.442417065262686
"Peppermint (USA)  9a - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.6194400645675682,0.5381698038534426,0.45229733703986374,0.7167059128307656,0.6459195368240475,0.6358718053078318,0.6887539437413626,0.5046308941022019,0.6208745029113945,0.4749349293670183,0.8775617076326976,0.8910105414857606,0.8498242213010526,0.667015716269507,0.629616488708638,0.5652757291587018,0.705096458064425,0.6423136930343315,0.6509658662901576,0.7983975282508243,0.7176030649249019,0.8043214298049781,0.7940074076778387,0.6182367572655831,0.6992893705848695,0.6986209218928081,0.7541746701632657,0.46012911189824823,0.49885956443997936,0.45499829201471564,0.7417311486766003,0.7247989158788071,0.45778037386590065,0.7062727643327813,0.5715854223809186,0.5626352762152933,0.6756466475203114,0.6546228371747768,0.32526220405218464,0.4754962838445884,0.8153731427700053,0.7779747807599106,0.6229269782042329,0.6625155972719836,0.6576317850191986,0.6942337486360307,1.0,0.7099173691721259,0.6538382476082161,0.7245407879581962,0.6031936614735884,0.612216979093837,0.7439043471135977,0.6312465755749157,0.6734708613236047,0.8208471994448989,0.7093627067274026,0.6914831502677317
"Peppermint (USA)  9b - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.41932450322887926,0.5355212092894567,0.6125619640207299,0.6031548784114159,0.9035688327916613,0.40586887985840725,0.4357902307062982,0.7568634142966668,0.6086975845354535,0.5182195133769747,0.7509988867458347,0.6861303274903252,0.7947981589425516,0.8421827294478346,0.843923980228343,0.29432221512059775,0.8366467479269997,0.7588244615548863,0.7532716439310733,0.7638832190231294,0.49857477939291805,0.7360875350098517,0.5770975952462463,0.8306016032941825,0.6121897417338165,0.7935631389569586,0.7810642051923943,0.2243217837486109,0.2889715743872232,0.4587147567034484,0.8543244213982109,0.5711901082423213,0.6871657857781668,0.8149187719158247,0.7859907204206593,0.39617119895283426,0.6014951492986813,0.44394009129465306,0.4093132250465006,0.6892847831682269,0.8312282241643201,0.7262094468471665,0.747296106736015,0.8075246246142811,0.8749101688774255,0.9102322400772003,0.7099173691721259,1.0,0.9290988121435002,0.9494496273546886,0.8112608722015724,0.7820334056628185,0.844289298494688,0.6124600472657901,0.7267390609976188,0.7398247148377188,0.6207046026185112,0.43686562076059154
"Peppermint (USA)  9c - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.37425534597699994,0.5274434918829818,0.6034743113453466,0.563457662778085,0.8901219595138231,0.35779472045265925,0.3876577797063573,0.7732578724305855,0.5875945104842798,0.520057175632916,0.6892122470264819,0.6247339887008416,0.7394132023135861,0.8457646365361355,0.8275674624125801,0.23456387559678749,0.8324003297618043,0.7243262171031584,0.7169052194599107,0.7186476600747846,0.4651368321133518,0.6980110395645935,0.5282152257122376,0.8433568601334066,0.5872794527909597,0.7929495309291031,0.7325269549473534,0.16930681052347085,0.2415289795343909,0.4459357042987824,0.815202377257758,0.516183376957317,0.7226584187848525,0.8187703686582172,0.8145772562905983,0.3547314638544685,0.5655642177445928,0.3845853080304481,0.40560941207061063,0.6950479948129417,0.7824943417461516,0.6647523673799653,0.7336383815506644,0.770635992231842,0.8665344836546202,0.8931095665852786,0.6538382476082161,0.9290988121435002,1.0,0.9219035225216579,0.8560178812480682,0.7796295140121845,0.8126059110738045,0.6009140012308392,0.7152904493234311,0.6820324848113155,0.5952053354247616,0.38847040566868796
"Peppermint (USA)  9d - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.4288811335994882,0.5501518687312266,0.5790886312100688,0.6092818559339739,0.8793998902296626,0.41614468799034077,0.44918041278674714,0.7337534193746842,0.6050865647280925,0.5128588945950915,0.7563532343110403,0.6934594354601564,0.801909460607657,0.8614294969181628,0.8185229861333563,0.30103863170022593,0.867530313317377,0.7416836500777111,0.7429881171161128,0.7577870237713237,0.5296412437340666,0.7501006549309277,0.5958977222508874,0.8431056447020768,0.6373774422724621,0.8316522260981335,0.784928733023435,0.2247192641695397,0.29034162598950153,0.4887287360178604,0.8570387110655278,0.5606008298983978,0.6763989762538172,0.8427181499438017,0.803931351104253,0.3958613402258383,0.5929524890622982,0.4397345863867068,0.40473771407756887,0.6655293510689866,0.8456444256520115,0.7092710525402515,0.7489608765825353,0.7815852411484674,0.8688059233109569,0.9045939705858744,0.7245407879581962,0.9494496273546886,0.9219035225216579,1.0,0.8366894163145248,0.7930375538726057,0.8553877573541584,0.617718076526197,0.7512120970169606,0.737570487738767,0.6460551859940941,0.45042728032427926
